keyword,url,title,timestamp,ip,clicks
19WiSe-BW-CSb3Roth-Hller,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6340018188/CourseNode/93668888136740,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6340018188/CourseNode/93668888136740,"2018-09-11 19:32:56",95.222.31.0,1
19WiSe-BW-CSb4Kaufhold,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6332612616/CourseNode/93168837344639,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6332612616/CourseNode/93168837344639,"2018-09-07 21:53:57",95.222.31.0,2
19WiSe-BW-CSb4KrgerBlum,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6335627264/CourseNode/93668888136012,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6335627264/CourseNode/93668888136012,"2018-09-09 12:50:16",95.222.31.0,2
19WiSe-BW-DSb2Diagnose,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6416695312/CourseNode/97111480186154?47,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6416695312/CourseNode/97111480186154?47,"2018-10-09 11:10:01",95.222.25.0,2
19WiSe-BW-DSb2Franz,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6332612614/CourseNode/93668888136740,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6332612614/CourseNode/93668888136740,"2018-09-07 15:38:31",95.222.31.0,2
19WiSe-BW-DSb2KrgerBlum,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6335627265/CourseNode/93668888136198?33,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6335627265/CourseNode/93668888136198?33,"2018-09-09 13:12:57",95.222.31.0,1
19WiSe-BW-DSb2Leesker,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6340018192/CourseNode/93668888129561?68,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6340018192/CourseNode/93668888129561?68,"2018-09-11 23:30:22",95.222.31.0,1
19WiSe-BW-DSb2Noten,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6332612615?67,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6332612615?67,"2018-09-11 19:42:15",95.222.31.0,2
19WiSe-BW-DSb2Wiedenmann,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6340018189/?21&par=courseEditor,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6340018189/?21&par=courseEditor,"2018-09-11 23:00:11",95.222.31.0,17
19WiSe-BW-ESb1-Inklusion,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6332612613/CourseNode/93668888136740,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6332612613/CourseNode/93668888136740,"2018-09-07 15:07:36",95.222.31.0,3
19WiSe-BW-ESb1Hummrich,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6346244128/CourseNode/93668888136022,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6346244128/CourseNode/93668888136022,"2018-09-13 19:02:29",95.222.26.0,2
19WiSe-BW-ESb1Profession,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6416695317/CourseNode/93668888136012?55,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6416695317/CourseNode/93668888136012?55,"2018-10-09 11:19:02",95.222.25.0,2
19WiSe-BW-ESb2BS,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6340018186/CourseNode/93168837410810?24,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6340018186/CourseNode/93168837410810?24,"2018-09-11 19:01:49",95.222.31.0,1
19WiSe-BW-ESb2Gewaltfrei,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6340018187/CourseNode/93668888129561?50,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6340018187/CourseNode/93668888129561?50,"2018-09-11 19:19:58",95.222.31.0,1
19WiSe-BW-ESb2Kompetenz,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6416695323/CourseNode/97111480186154?60,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6416695323/CourseNode/97111480186154?60,"2018-10-09 11:28:24",95.222.25.0,4
19WiSe-EW-BA1Hummrich,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6346244129/CourseNode/93668888136181?37,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6346244129/CourseNode/93668888136181?37,"2018-09-13 19:13:14",95.222.26.0,3
19WiSe-EW-BA2Kminek,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6335627268/CourseNode/94175012362710,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6335627268/CourseNode/94175012362710,"2018-09-09 23:43:12",95.222.31.0,1
19WiSe-EW-BA4Kminek,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6335627269/CourseNode/98333287730901/?par=courseEditor,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6335627269/CourseNode/98333287730901/?par=courseEditor,"2018-09-09 23:57:59",95.222.31.0,5
19WiSe-EW-MA1Kminek,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6338281493/CourseNode/94175012363638?11,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6338281493/CourseNode/94175012363638?11,"2018-09-10 16:58:17",95.222.31.0,2
19WiSe-EW-MA4Hummrich,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6346244130/CourseNode/97559142006507,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6346244130/CourseNode/97559142006507,"2018-09-13 19:56:19",95.222.26.0,3
19WiSe-EW-MA5Hinrichsen,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6358532140/CourseNode/97559142006507?17,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6358532140/CourseNode/97559142006507?17,"2018-09-18 18:06:17",95.222.26.0,2
19WiSe-NachhaltigeEntwicklung,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6400606208/CourseNode/94175012362710?16,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6400606208/CourseNode/94175012362710?16,"2018-10-03 16:15:21",95.222.26.0,3
19WiSe-Sb2Hummrich,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6346244127/CourseNode/88153247214452,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6346244127/CourseNode/88153247214452,"2018-10-03 18:59:13",95.222.26.0,3
19WiSe-SpSVorFranz,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6342737930/CourseNode/93668888136740,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6342737930/CourseNode/93668888136740,"2018-09-12 13:06:49",95.222.31.0,1
19WiSe-TagungSchule,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6346244131/CourseNode/93668888136181?67,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6346244131/CourseNode/93668888136181?67,"2018-09-13 20:08:31",95.222.26.0,3
19WiSe-WeberundderIslam,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6342737927/CourseNode/97559142006507?36,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6342737927/CourseNode/97559142006507?36,"2018-09-12 11:33:28",95.222.31.0,1
19WiSeDiversitt,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6464995357/CourseNode/97608912674634?22,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6464995357/CourseNode/97608912674634?22,"2018-10-22 16:41:50",141.2.134.0,11
19WiSePSBodenbenderSchfer,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6365642767/CourseNode/97233128508608?16,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6365642767/CourseNode/97233128508608?16,"2018-09-20 21:53:11",77.176.189.0,1
19WiSePSKlug,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6367969287/CourseNode/93168837593417,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6367969287/CourseNode/93168837593417,"2018-09-21 15:27:21",77.176.212.0,1
19WiSePSLeesker,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6367969285/CourseNode/93168837579709?12,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6367969285/CourseNode/93168837579709?12,"2018-09-21 14:54:38",77.176.212.0,1
19WiSePSRothHller,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6365642768/CourseNode/93168837593417,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6365642768/CourseNode/93168837593417,"2018-09-20 22:13:34",77.176.189.0,1
19WiSePSSchuster,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6367969286/CourseNode/93168837338026?33,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6367969286/CourseNode/93168837338026?33,"2018-09-21 15:09:20",77.176.212.0,1
19WiSeTitelDozent,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6445858821/CourseNode/98543416461305?49,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6445858821/CourseNode/98543416461305?49,"2018-10-17 11:17:28",141.2.253.0,2
19WiseSb2Blum,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6505332744/CourseNode/93668888136012,https://olat-ce.server.uni-frankfurt.de/olat/auth/RepositoryEntry/6505332744/CourseNode/93668888136012,"2018-11-02 14:23:52",109.91.32.0,23
1RLCD,https://evaluation.studiumdigitale.uni-frankfurt.de/evasys/online.php?p=1RLCD,"EvaSys Onlineumfrage - Befragung zur digitalen Kompetenz","2017-10-09 15:14:54",141.2.158.0,89
1VernetzungstreffenInnoBar,https://digll.studiumdigitale.uni-frankfurt.de/blog/2019/10/17/rueckblick-1-vernetzungstreffen-des-innovationsforums-barrierefreiheit-august-2019/,"Rückblick: 1. Vernetzungstreffen des „Innovationsforums Barrierefreiheit“ - August 2019 - Digital gestütztes Lehren und Lernen in Hessen","2019-12-20 11:35:18",141.2.158.0,16
1minus0,http://www-stud.informatik.uni-frankfurt.de/~kallmaye/p/start.html,http://www-stud.informatik.uni-frankfurt.de/~kallmaye/p/start.html,"2019-07-10 14:11:26",141.2.134.0,1
20160127RR,https://olat.server.uni-frankfurt.de/olat/url/RepositoryEntry/3254288386/CourseNode/92438691996453,"OLAT - Online Learning And Training","2016-01-25 09:54:50",141.2.225.0,19
2019,https://evaluation.studiumdigitale.uni-frankfurt.de/evasys/online.php?p=16.12.2019,"EvaSys Onlineumfrage - Abschluss-Befragung","2019-12-16 15:19:04",141.2.134.0,0
2019Geschichte,https://evaluation.studiumdigitale.uni-frankfurt.de/evasys/online.php?p=2019Erstis,https://evaluation.studiumdigitale.uni-frankfurt.de/evasys/online.php?p=2019Erstis,"2019-04-04 14:10:07",141.2.76.0,118
21,https://evaluation.studiumdigitale.uni-frankfurt.de/evasys/online.php?p=vorkurs21,https://evaluation.studiumdigitale.uni-frankfurt.de/evasys/online.php?p=vorkurs21,"2018-09-25 13:24:06",141.2.152.0,0
2233,https://evaluation.studiumdigitale.uni-frankfurt.de/evasys/online.php?p=RC4YZ,https://evaluation.studiumdigitale.uni-frankfurt.de/evasys/online.php?p=RC4YZ,"2019-03-14 13:51:19",141.2.158.0,10
22pr,https://evaluation.studiumdigitale.uni-frankfurt.de/evasys/online/,https://evaluation.studiumdigitale.uni-frankfurt.de/evasys/online/,"2019-09-20 14:31:28",141.2.143.0,19
22q5,https://evaluation.studiumdigitale.uni-frankfurt.de/evasys/online.php?p=ALXQ6,"EvaSys Onlineumfrage - Mathematische Denkentwicklung im Bereich Raum und Form","2017-10-16 16:26:42",141.2.158.0,0
22tk,https://www.goethe-university-frankfurt.de/67109644/Qualification___language_requirements,"Goethe-Universität — Qualification & language requirements","2019-10-07 17:02:14",46.183.103.0,3
22w4,https://hessenbox-a10.rz.uni-frankfurt.de/getlink/fi7Y38NrSSp1Ej6mWQzD8nMK/,"Link - Hessenbox GU","2020-03-02 15:42:25",141.2.134.0,2
22yy,http://uni-frankfurt.de,http://uni-frankfurt.de,"2018-06-29 10:25:23",46.189.28.0,0
23h9,http://cbsprod.rz.uni-frankfurt.de,"HeBIS - Profildienst","2017-09-19 15:11:30",141.2.165.0,1
23jv,https://evaluation.studiumdigitale.uni-frankfurt.de/evasys/online.php?p=E986E,https://evaluation.studiumdigitale.uni-frankfurt.de/evasys/online.php?p=E986E,"2018-10-04 11:52:18",141.2.158.0,11
23nz,https://evaluation.studiumdigitale.uni-frankfurt.de/evasys/online.php?p=Alumni18,"EvaSys Onlineumfrage - Absolventenbefragung Sommer 2018_online","2018-06-08 15:28:02",141.2.153.0,3
23x2,https://evaluation.studiumdigitale.uni-frankfurt.de/evasys/online.php?p=72GHQ,https://evaluation.studiumdigitale.uni-frankfurt.de/evasys/online.php?p=72GHQ,"2018-11-27 12:43:01",141.2.142.0,4
242y,http://socialhep.uni-frankfurt.de/physikwiki/mediawiki/index.php/Solar_Business_Leader_Gladstone_-_Trouncing_The_Summer_Ignite_By_Maximising_Solar_Energy,"Fehler in der Datenbank – PhysikWiki","2019-06-14 20:04:41",104.140.18.0,0
243y,http://socialhep.uni-frankfurt.de/physikwiki/mediawiki/index.php/Poise_And_Tender_Yourself_Courtesy_The_Yearn_Island_Line_Conditioning_And_Heating,"Fehler in der Datenbank – PhysikWiki","2019-06-28 11:44:14",104.140.18.0,0
24p3,http://aktuelles.uni-frankfurt.de/veranstaltungen/pilze-entdecken-im-wissenschaftsgarten/,"Pilze entdecken im Wissenschaftsgarten â€“ Aktuelles aus der Goethe-UniversitÃ¤t Frankfurt","2016-09-13 16:06:25",141.2.154.0,154
254m,https://www.uni-frankfurt.de/38656007/foerderfondslehre,"Goethe-UniversitÃ¤t â€” FÃ¶rderfonds Lehre","2016-05-10 16:59:57",141.2.155.0,15
25UH5,https://evaluation.studiumdigitale.uni-frankfurt.de/evasys/online.php?p=25UH5,"EvaSys Onlineumfrage - Gestaltung interaktiver Lernmodule","2018-11-13 17:59:17",141.2.158.0,8
25cf,http://socialhep.uni-frankfurt.de/physikwiki/mediawiki/index.php/How_To_Bargain_C._H._Best_Nepali_Handicrafts,"Fehler in der Datenbank – PhysikWiki","2019-06-22 13:30:49",104.140.18.0,0
25f8,https://evaluation.studiumdigitale.uni-frankfurt.de/evasys/online.php?p=Chir_OP1,https://evaluation.studiumdigitale.uni-frankfurt.de/evasys/online.php?p=Chir_OP1,"2017-02-23 11:20:32",141.2.59.0,15
25p6,https://evaluation.studiumdigitale.uni-frankfurt.de/evasys/online.php?p=KGZVG,https://evaluation.studiumdigitale.uni-frankfurt.de/evasys/online.php?p=KGZVG,"2019-03-26 12:07:57",141.2.158.0,0
25zy,https://evaluation.studiumdigitale.uni-frankfurt.de/evasys/online.php?p=NJ5FY,"EvaSys Onlineumfrage - Zwischen Arthaus und Traumfabrik: Der neue Märchenfilm und das neue Filmmärchen","2017-10-19 16:17:12",141.2.158.0,10
262v,http://socialhep.uni-frankfurt.de/physikwiki/mediawiki/index.php/Mobile_Apps_Set_To_Reign_Insurance_Sector_By_Reducing_Operational_Cost,"Fehler in der Datenbank – PhysikWiki","2019-06-28 09:57:57",2.57.79.0,0
269m,https://ikh.uni-frankfurt.de/index.php?id=15&L=0&tx_jkshared_event%5Buid%5D=623&tx_jkshared_event%5Bfepc%5D=23&tx_jkshared_event%5Bfrom%5D=frontendactuallist&tx_jkshared_event%5Baction%5D=frontendshow&tx_jkshared_event%5Bcontroller%5D=Event&cHash=4a835df05c0f9a21aa38e98093ab6c72,"Aktuelle Veranstaltungen","2019-05-06 12:26:01",141.2.143.0,0
26p2,https://evaluation.studiumdigitale.uni-frankfurt.de/evasys/online.php?p=PYWWW,"EvaSys Onlineumfrage - Aktuelle Probleme des Aktien- und Kapitalmarktrechts mit besonderem Fokus auf den Brexit","2016-11-17 16:41:35",141.2.158.0,6
275z,https://evaluation.studiumdigitale.uni-frankfurt.de/evasys/online.php?p=5QZDH,https://evaluation.studiumdigitale.uni-frankfurt.de/evasys/online.php?p=5QZDH,"2017-10-16 12:32:32",141.2.158.0,2
27wf,https://evaluation.studiumdigitale.uni-frankfurt.de/evasys/online.php?p=7PX9L,https://evaluation.studiumdigitale.uni-frankfurt.de/evasys/online.php?p=7PX9L,"2017-10-16 12:52:19",141.2.158.0,10
282y,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=281368&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung,"- Orientierungsveranstaltung: Orientierungsveranstaltung SoSe 2019 Goethe-Universität Frankfurt am Main","2019-03-13 17:40:12",141.2.77.0,0
28zv,https://video01.uni-frankfurt.de/Mediasite/Showcase/elearningmathematik/Channel/bauer,https://video01.uni-frankfurt.de/Mediasite/Showcase/elearningmathematik/Channel/bauer,"2019-11-12 19:54:50",95.223.73.0,0
29ck,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=267153&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung,"- Vorlesung: Analysis 1 Goethe-Universität Frankfurt am Main","2019-04-03 20:43:19",67.170.237.0,14
29gb,http://www.studiumdigitale.uni-frankfurt.de/mmw/index.html,"MultimediaWerkstattÂ -Â Johann Wolfgang Goethe-UniversitÃ¤t","2015-09-30 16:59:46",141.2.158.0,0
29r8,http://www.fb03.uni-frankfurt.de/65505781/BA_WiWi_WB_PW_Regelung_06-2008.pdf,http://www.fb03.uni-frankfurt.de/65505781/BA_WiWi_WB_PW_Regelung_06-2008.pdf,"2017-04-05 16:13:42",141.2.155.0,0
2bkv,http://socialhep.uni-frankfurt.de/physikwiki/mediawiki/index.php/Benutzer:RomeoEarnshaw7,"Benutzer:RomeoEarnshaw7 – PhysikWiki","2019-05-30 19:54:27",206.217.138.0,0
2bmd,https://evaluation.studiumdigitale.uni-frankfurt.de/evasys/online.php?p=P1KLT,https://evaluation.studiumdigitale.uni-frankfurt.de/evasys/online.php?p=P1KLT,"2017-12-08 09:54:25",141.2.142.0,13
2bnx,http://socialhep.uni-frankfurt.de/physikwiki/mediawiki/index.php/Benutzer:WileyAgar78,"Fehler in der Datenbank – PhysikWiki","2019-06-07 19:14:49",45.118.145.0,0
2brv,https://evaluation.studiumdigitale.uni-frankfurt.de/evasys/online.php?p=NMUCS,"EvaSys Onlineumfrage - IslÃ¤ndisch I","2016-01-11 16:49:25",141.2.158.0,10
2bsn,https://qis.server.uni-frankfurt.de/qisserver/rds?state=wtree&search=1&trex=step&root120172=57008%7C57391&P.vx=kurz,"- Vorlesungsverzeichnis Goethe-Universität Frankfurt am Main","2017-07-17 16:54:17",141.2.82.0,1
2cdf,https://evaluation.studiumdigitale.uni-frankfurt.de/evasys/online.php?p=G788N,"EvaSys Onlineumfrage - Literaturseminar Neurobiologie (738)","2016-06-23 14:54:00",141.2.158.0,2
2cnt,https://evaluation.studiumdigitale.uni-frankfurt.de/evasys/online.php?p=APQ8X,https://evaluation.studiumdigitale.uni-frankfurt.de/evasys/online.php?p=APQ8X,"2019-02-27 14:03:27",141.2.158.0,25
2czm,https://evaluation.studiumdigitale.uni-frankfurt.de/evasys/online.php?p=Excel2%20,https://evaluation.studiumdigitale.uni-frankfurt.de/evasys/online.php?p=Excel2%20,"2019-10-02 16:33:59",141.2.78.0,7
2d43,https://evaluation.studiumdigitale.uni-frankfurt.de/evasys/online.php?p=Zunic113,https://evaluation.studiumdigitale.uni-frankfurt.de/evasys/online.php?p=Zunic113,"2019-10-14 14:35:42",141.2.77.0,3
2d6m,https://evaluation.studiumdigitale.uni-frankfurt.de/evasys/online.php?p=VMP47,https://evaluation.studiumdigitale.uni-frankfurt.de/evasys/online.php?p=VMP47,"2018-06-13 14:49:59",141.2.158.0,1
2d94,https://evaluation.studiumdigitale.uni-frankfurt.de/evasys/online.php?p=7FGFZ,https://evaluation.studiumdigitale.uni-frankfurt.de/evasys/online.php?p=7FGFZ,"2019-11-22 15:08:00",141.2.142.0,2
2d9c,https://evaluation.studiumdigitale.uni-frankfurt.de/evasys/online.php?p=SNWLN,https://evaluation.studiumdigitale.uni-frankfurt.de/evasys/online.php?p=SNWLN,"2018-04-24 13:58:48",141.2.158.0,1
2d9r,http://www.deutschland-stipendium.uni-frankfurt.de/56175596/Ideelles-Foerderprogramm,"Goethe-UniversitÃ¤t â€”","2016-01-26 16:22:40",141.2.249.0,0
2ddw,https://evaluation.studiumdigitale.uni-frankfurt.de/evasys/online.php?p=3UMWW,"EvaSys Onlineumfrage - Test englische Übersetzung","2016-11-16 11:16:36",141.2.158.0,3
2dgk,https://evaluation.studiumdigitale.uni-frankfurt.de/evasys/online.php?p=KG2018,https://evaluation.studiumdigitale.uni-frankfurt.de/evasys/online.php?p=KG2018,"2018-06-20 11:57:25",141.2.154.0,2
2dny,http://www.wiwi.uni-frankfurt.de/abteilungen/wirtschaftspaedagogik/wirtschaftspaedagogik/allgemeine-faecher.html,"Allgemeine FÃ¤cher - Wiwi FB 02","2016-06-02 10:06:05",141.2.54.0,0
